InternalId,Title,Location
Doc2687928051,Procurement Summary.pdf,CW2319816/WS2687928008/Doc2687928051.pdf
Doc2687928011,Shortcut to Contract Templates,CW2319816/WS2687928010/Doc2687928011.txt
Doc2687928014,"Shortcut to NetApp Contracts Guidance, Policy and Process Documents",CW2319816/WS2687928013/Doc2687928014.txt
Doc2736475228,Signed_Contract Documents.pdf,CW2319816/WS2687928015/WS2687928016/Doc2736475228.pdf
Doc3018506161,Signed_Amendment 1.pdf,CW2319816/WS2687928015/WS2687928016/Doc3018506161.pdf
Doc2687928020,Contracts Expiration Decision Form - GSS,CW2319816/WS2687928019/Doc2687928020.txt
Doc2687928022,Amendment Summary Form,CW2319816/WS2687928021/Doc2687928022.txt
Doc3725241103,CW2319816 - NSE - AIQ UI UX Onsite Customer Support_Amendment 3.docx,CW2319816/WS2687928023/WS3725241088/Doc3725241103.docx
Doc3725241104,Project Summary_CW2319816.pdf,CW2319816/WS2687928023/WS3725241088/Doc3725241104.pdf
Doc2998362860,SOW Amendment - NSE- AIQ UI UX AND ONSITE CUSTOMER SUPPORT CONSULTANT.docx,CW2319816/WS2998362859/Doc2998362860.docx
Doc2998599586,Procurement Summary.pdf,CW2319816/WS2998362859/Doc2998599586.pdf
Doc3390506357,SOW Amendment 2- NSE- AIQ UI UX AND ONSITE CUSTOMER SUPPORT- V1.docx,CW2319816/WS3390506356/Doc3390506357.docx
Doc3390524883,Procurement Summary.pdf,CW2319816/WS3390506356/Doc3390524883.pdf
Doc3409909006,Signed_Amendment 2.pdf,CW2319816/WS3390506356/Doc3409909006.pdf
Doc3725241073,Savings Final Sign-off Template.xlsx,CW2319816/Doc3725241073.xlsx
Doc3682751288,Procurement summary- IS0156646.pdf,CW2346651/WS3682543226/Doc3682751288.pdf
Doc3682751289,DPA_NTAP_09142022.docx,CW2346651/WS3682543226/Doc3682751289.docx
Doc3694512652,CW2346651 - DPA_NTAP_09142022.docx - signed.pdf,CW2346651/WS3682543228/Doc3694512652.pdf
Doc3698208190,Signed_Contract Documents.pdf,CW2346651/WS3682543228/Doc3698208190.pdf
Doc3682543234,Savings Final Sign-off Template.xlsx,CW2346651/Doc3682543234.xlsx
Doc3683579730,IDC御契約書_205908 NetApp様_SnapshotTranslation-New.pdf,CW2346679/WS3683251958/Doc3683579730.pdf
Doc3683579733,Procuement Summary-CW2346679.pdf,CW2346679/WS3683251958/Doc3683579733.pdf
Doc3687162376,Signed_Contract Documents.pdf,CW2346679/WS3683251960/WS3683251961/Doc3687162376.pdf
Doc3684209213,PR-904524.pdf,CW2346679/WS3683251965/Doc3684209213.pdf
Doc3683251966,Savings Final Sign-off Template.xlsx,CW2346679/Doc3683251966.xlsx
Doc3713800902,Contract amendment 16 with Chi-technology Co. Ltd (1) (1) (1).docx,CW2347598/WS3713792666/Doc3713800902.docx
Doc3713800904,Ariba Spend Management.pdf,CW2347598/WS3713792666/Doc3713800904.pdf
Doc3721529440,Action Required_ Purchase Requisition 909362 (Cost Center 1588) for KOBAYASHI_ Haruhisa (1_610_000 JPY) requires approval.msg,CW2347598/WS3713800873/Doc3721529440.msg
Doc3713800874,Savings Final Sign-off Template.xlsx,CW2347598/Doc3713800874.xlsx
Doc3715918224,Procurement Summary - IS0157543.pdf,CW2347361/WS3703744013/Doc3715918224.pdf
Doc3715918225,Analytical and Sales Support SOW 102022 vC.docx,CW2347361/WS3703744013/Doc3715918225.docx
Doc3746462896,Signed_Contract Documents.pdf,CW2347361/WS3703744015/Doc3746462896.pdf
Doc3744456240,Action Required Purchase Requisition 911840 (Cost Center 8310) for WAITE Courtney (261392.00 USD) requires approval.msg,CW2347361/WS3703744020/Doc3744456240.msg
Doc3703744021,Savings Final Sign-off Template.xlsx,CW2347361/Doc3703744021.xlsx
Doc3684421886,"Order Form_NetApp, Inc_Draft (632dde0a06) (version 4) 150 licenses.pdf",CW2346719/WS3684264361/Doc3684421886.pdf
Doc3684421887,CW2346719_Contract Summary Form.pdf,CW2346719/WS3684264361/Doc3684421887.pdf
Doc3688783260,Action Required Purchase Requisition 905323 (Cost Center 4003) for WALLACE Delma (74806.03 USD) requires approval.msg,CW2346719/WS3684264368/Doc3688783260.msg
Doc3684264369,Savings Final Sign-off Template.xlsx,CW2346719/Doc3684264369.xlsx
Doc3689899623,Signed_Contract Documents.pdf,CW2346719/Doc3689899623.pdf
Doc3705433038,Procurement Summary - CW2347407.pdf,CW2347407/WS3705433013/Doc3705433038.pdf
Doc3705433040,Tableau Quote Oct. 2022.pdf,CW2347407/WS3705433013/Doc3705433040.pdf
Doc3709611110,Signed_Contract Documents.pdf,CW2347407/WS3705433015/Doc3709611110.pdf
Doc3709611104,Action Required Purchase Requisition 907590 (Cost Center 5845) for PATEL Nil (3119.33 USD) requires approval.msg,CW2347407/WS3705433020/Doc3709611104.msg
Doc3705433021,Savings Final Sign-off Template.xlsx,CW2347407/Doc3705433021.xlsx
Doc3646612598,Procurement Summary-IS0141223 CW2345589 v2.pdf,CW2345589/WS3645998127/Doc3646612598.pdf
Doc3646612600,NetApp Engineering - ORD1405973-2_6.pdf,CW2345589/WS3645998127/Doc3646612600.pdf
Doc3686657062,NetApp Engineering - ORD1405973-2_8 - signed.pdf,CW2345589/WS3645998129/WS3645998130/Doc3686657062.pdf
Doc3662476992,Team Lead Approval for Approved Contract PRIOR TO Contract Signature - SNOW for Engineering.docx,CW2345589/WS3645998134/Doc3662476992.docx
Doc3645998135,Savings Final Sign-off Template v2.xlsx,CW2345589/Doc3645998135.xlsx
Doc3728100420,Ariba Spend Management.pdf,CW2348085/WS3728100394/Doc3728100420.pdf
Doc3728100421,Instaclustr NetApp agreement - DACH April 2023.pdf,CW2348085/WS3728100394/Doc3728100421.pdf
Doc3728100402,Savings Final Sign-off Template.xlsx,CW2348085/Doc3728100402.xlsx
Doc3599877368,HCL SOW 639-DEX.docx,CW2344330/WS3599877343/Doc3599877368.docx
Doc3599877370,Procurement Summary.pdf,CW2344330/WS3599877343/Doc3599877370.pdf
Doc3603409178,Action Required_ Purchase Requisition 896940 (Cost Center 9119) for E S_ Chaitanya (9_180_240_00 INR) requires approval.msg,CW2344330/WS3599877344/Doc3603409178.msg
Doc3631345953,Signed_Contract Documents.pdf,CW2344330/WS3599877345/WS3599877346/Doc3631345953.pdf
Doc3689776178,Signed_Amendment 1.pdf,CW2344330/WS3599877345/WS3599877347/Doc3689776178.pdf
Doc3654994854,Procurement Summary-Amendment 1-CW2344330.pdf,CW2344330/WS3599877348/WS3652984586/Doc3654994854.pdf
Doc3654994861,Amendment 1 SOW-639.docx,CW2344330/WS3599877348/WS3652984586/Doc3654994861.docx
Doc3677325247,PR-903405.pdf,CW2344330/WS3599877350/Doc3677325247.pdf
Doc3599877351,Savings Final Sign-off Template.xlsx,CW2344330/Doc3599877351.xlsx
Doc3713592549,RE_ IS0155777 Waiver for CW2346296 has been Signed!.msg,CW2346296/WS3673639083/Doc3713592549.msg
Doc3713660686,Instaclustr NetApp agreement - UK Dec 2022 (1).pdf,CW2346296/WS3673639083/Doc3713660686.pdf
Doc3713660687,Ariba Spend Management.pdf,CW2346296/WS3673639083/Doc3713660687.pdf
Doc3715044955,Signed_Contract Documents.pdf,CW2346296/WS3673639085/WS3673639086/Doc3715044955.pdf
Doc3673639091,Savings Final Sign-off Template.xlsx,CW2346296/Doc3673639091.xlsx
Doc3551117769,Ariba Spend Management_CW2276850.pdf,CW2342972/WS3551117742/Doc3551117769.pdf
Doc3551117770,CW2276850 -FY23.docx,CW2342972/WS3551117742/Doc3551117770.docx
Doc3566446206,Signed_Contract Documents.pdf,CW2342972/WS3551117744/WS3551117745/Doc3566446206.pdf
Doc3555848280,Action Required_ Purchase Requisition 892857 (Cost Center 9376) for KUMAR_ Arun (10_368_000_00 INR) requires approval.msg,CW2342972/WS3551117749/Doc3555848280.msg
Doc3551117750,Savings Final Sign-off Template.xlsx,CW2342972/Doc3551117750.xlsx
Doc3551117717,Ariba Spend Management_CW2333706.pdf,CW2342966/WS3551117691/Doc3551117717.pdf
Doc3551117718,CW2333706_FY23.docx,CW2342966/WS3551117691/Doc3551117718.docx
Doc3566446207,Signed_Contract Documents.pdf,CW2342966/WS3551117693/WS3551117694/Doc3566446207.pdf
Doc3555848277,Action Required_ Purchase Requisition 892854 (Cost Center 9376) for KUMAR_ Arun (1_920_000_00 INR) requires approval.msg,CW2342966/WS3551117698/Doc3555848277.msg
Doc3551117699,Savings Final Sign-off Template.xlsx,CW2342966/Doc3551117699.xlsx
Doc3690241861,Procurement Summary - IS0155323.pdf,CW2346283/WS3672915515/Doc3690241861.pdf
Doc3690241862,Aon RM_NetApp_Master Services Agreement_Final.docx,CW2346283/WS3672915515/Doc3690241862.docx
Doc3711974696,Business Risk Waiver_20221016.pdf,CW2346283/WS3672915516/Doc3711974696.pdf
Doc3694512656,Signed_Contract Documents.pdf,CW2346283/WS3672915517/Doc3694512656.pdf
Doc3672915523,Savings Final Sign-off Template.xlsx,CW2346283/Doc3672915523.xlsx
Doc3660273569,Quote - NetApp Inc. - Q-2244518 (1) (002).pdf,CW2345946/WS3660273542/Doc3660273569.pdf
Doc3660273570,CW2345946_Contract Summary Form.pdf,CW2345946/WS3660273542/Doc3660273570.pdf
Doc3666481568,Action Required Purchase Requisition 903389 (Cost Center 8445) for BRAUSER Amber (1249.14 USD) requires approval.msg,CW2345946/WS3660273549/Doc3666481568.msg
Doc3660273550,Savings Final Sign-off Template.xlsx,CW2345946/Doc3660273550.xlsx
Doc3667987839,Signed_Contract Documents.pdf,CW2345946/Doc3667987839.pdf
Doc3721361528,Procurement Summary - IS0158614.pdf,CW2347837/WS3721361503/Doc3721361528.pdf
Doc3721361529,HCL SOW 723 Cloud Selling Roadmap - Q3FY23.docx,CW2347837/WS3721361503/Doc3721361529.docx
Doc3721361511,Savings Final Sign-off Template.xlsx,CW2347837/Doc3721361511.xlsx
Doc3713908875,CO 0125 NETP-0127-01-17.docx,CW2347604/WS3713884850/Doc3713908875.docx
Doc3713908877,Procurement Summary.pdf,CW2347604/WS3713884850/Doc3713908877.pdf
Doc3744174763,Signed_Contract Documents.pdf,CW2347604/WS3713884852/WS3713884853/Doc3744174763.pdf
Doc3741381538,Action Required_ Purchase Requisition 911301 (Cost Center 9495) for BALASUBRAMANIAM_ Swarna (14_040_00 USD) requires approval.msg,CW2347604/WS3713884857/Doc3741381538.msg
Doc3713884858,Savings Final Sign-off Template.xlsx,CW2347604/Doc3713884858.xlsx
Doc3699948934,1004_Final NetApp. Drury. INSIGHT 2022.docx,CW2347162/WS3696505824/Doc3699948934.docx
Doc3699948936,Hilton Hotel Ariba Summary.pdf,CW2347162/WS3696505824/Doc3699948936.pdf
Doc3699948938,VP Waiver_20221007.pdf,CW2347162/WS3696505824/Doc3699948938.pdf
Doc3706050953,Signed_Contract Documents.pdf,CW2347162/WS3696505826/Doc3706050953.pdf
Doc3702944862,Team Lead Approval for Approved Contract PRIOR TO Contract Signature.docx,CW2347162/WS3696505831/Doc3702944862.docx
Doc3696505832,Savings Final Sign-off Template.xlsx,CW2347162/Doc3696505832.xlsx
Doc3672583876,Pinnacle Exhibits_SOW_EMEA Booth Refresh 2022-091222 (2).docx,CW2346268/WS3672561948/Doc3672583876.docx
Doc3672583877,Procurement Summary- Pinnacle Exhibits Inc..pdf,CW2346268/WS3672561948/Doc3672583877.pdf
Doc3686254636,Signed_Contract Documents.pdf,CW2346268/WS3672561950/WS3672561951/Doc3686254636.pdf
Doc3685134158,Team Lead Approval for Approved Contract PRIOR TO  Contract Signature - Copy.docx,CW2346268/WS3672561955/Doc3685134158.docx
Doc3672561956,Savings Final Sign-off Template.xlsx,CW2346268/Doc3672561956.xlsx
Doc3469912892,SOW WFA Sustenance Support_FY23 V1.docx,CW2340625/WS3469790167/Doc3469912892.docx
Doc3469912897,Procurement Summary.pdf,CW2340625/WS3469790167/Doc3469912897.pdf
Doc3637827144,Signed_Contract Documents.pdf,CW2340625/WS3469790169/WS3469790170/Doc3637827144.pdf
Doc3506569465,Action Required_ Purchase Requisition 890547 (Cost Center 6626) for V P_ Anuradha (13_299_696_00 INR) requires approval.msg,CW2340625/WS3469912874/Doc3506569465.msg
Doc3469912875,Savings Final Sign-off Template.xlsx,CW2340625/Doc3469912875.xlsx
Doc3680519328,20210510-Operatr Instaclustr Agreement - signed.pdf,CW2346532/WS3680519317/Doc3680519328.pdf
Doc3680519329,20210707-Operatr-Amendment - signed.pdf,CW2346532/WS3680519317/Doc3680519329.pdf
Doc3680519330,Instaclustr_Operatr Pty Ltd_Assignment Letter_Partering Agreement_23 Aug 2022 - signed.pdf,CW2346532/WS3680519317/Doc3680519330.pdf
Doc3680519323,Savings Final Sign-off Template.xlsx,CW2346532/Doc3680519323.xlsx
Doc3728164483,CDP North America_Supply Chain Services Membership Agreement.pdf,CW2348084/WS3728128814/Doc3728164483.pdf
Doc3728164487,Procurement Summary-IS0158842.pdf,CW2348084/WS3728128814/Doc3728164487.pdf
Doc3728128822,Savings Final Sign-off Template.xlsx,CW2348084/Doc3728128822.xlsx
Doc3665197379,NetApp Server DPO EPSO22 FS 20220912.pdf,CW2346081/WS3664928854/Doc3665197379.pdf
Doc3665197381,Procurement Summary.pdf,CW2346081/WS3664928854/Doc3665197381.pdf
Doc3724454448,Microsoft EPSO Services NetApp Server DPO EPSO22 Renewal Fee Schedule (2nd posting).pdf,CW2346081/WS3664928856/WS3664928857/Doc3724454448.pdf
Doc3724053394,Action Required_ Purchase Requisition 905421 (Cost Center 6202) for THORAT_ Vrishali (10_250_00 USD) requires approval.msg,CW2346081/WS3664928861/Doc3724053394.msg
Doc3664928862,Savings Final Sign-off Template.xlsx,CW2346081/Doc3664928862.xlsx
Doc3667073959,Contract Summary.pdf,CW2346095/WS3665643880/Doc3667073959.pdf
Doc3667073961,NetApp Australia - Engagement Letter - Transfer Pricing Tax.pdf,CW2346095/WS3665643880/Doc3667073961.pdf
Doc3687856238,Signed_Contract Documents.pdf,CW2346095/WS3665643882/WS3665643883/Doc3687856238.pdf
Doc3683285210,Action Required_ Purchase Requisition 903633 (Cost Center 8220) for AGARWAL_ Akash (166_000_00 AUD) requires approval.msg,CW2346095/WS3665643887/Doc3683285210.msg
Doc3665643888,Savings Final Sign-off Template.xlsx,CW2346095/Doc3665643888.xlsx
Doc3643953630,VP Waiver_20220810.pdf,CW2343066/WS3553010183/Doc3643953630.pdf
Doc3643953631,AI for Health Contract 2022 - NetApp.docx,CW2343066/WS3553010183/Doc3643953631.docx
Doc3643953632,Procurement Summary- Startup Inside.pdf,CW2343066/WS3553010183/Doc3643953632.pdf
Doc3687076181,Signed_Contract Documents.pdf,CW2343066/WS3553010185/WS3553010186/Doc3687076181.pdf
Doc3686984894,Team Lead Approval for Approved Contract PRIOR TO  Contract Signature.docx,CW2343066/WS3553010190/Doc3686984894.docx
Doc3553010191,Savings Final Sign-off Template.xlsx,CW2343066/Doc3553010191.xlsx
Doc3679450004,20210216-Grey Design-MSA - signed.pdf,CW2346485/WS3679449993/WS3679449994/Doc3679450004.pdf
Doc3679450005,20210318-GreyDesign-Amendment - signed.pdf,CW2346485/WS3679449993/WS3679449994/Doc3679450005.pdf
Doc3679450006,Instaclustr_Grey Design_ Assignment Letter _MSA  Amendment.msg,CW2346485/WS3679449993/WS3679449994/Doc3679450006.msg
Doc3679450051,Instaclustr-Grey Design-Assignment Letter -MSA and Amendment.pdf,CW2346485/WS3679449993/WS3679449994/Doc3679450051.pdf
Doc3679449999,Savings Final Sign-off Template.xlsx,CW2346485/Doc3679449999.xlsx
Doc3674384988,Suse Rancher Quote_9.30.2022_ST_IS0146214.pdf,CW2346308/WS3674342524/Doc3674384988.pdf
Doc3679507089,Signed_Contract Documents.pdf,CW2346308/WS3674342525/Doc3679507089.pdf
Doc3677948864,suse-rancher oracle approvals - Engineering.pdf,CW2346308/WS3674342531/Doc3677948864.pdf
Doc3674342532,Savings Final Sign-off Template.xlsx,CW2346308/Doc3674342532.xlsx
Doc3716734331,Contract Summary - Hamburg.pdf,CW2347703/WS3716734306/Doc3716734331.pdf
Doc3716734332,Deutsche Post - Hamburg - signed contract.pdf,CW2347703/WS3716734306/Doc3716734332.pdf
Doc3716734314,Savings Final Sign-off Template.xlsx,CW2347703/Doc3716734314.xlsx
Doc3548448724,CW2342860 JABIL NetApp Mutual NDA 06-20-22 SIGNED.pdf,CW2342860/WS3548448690/Doc3548448724.pdf
Doc3548448741,CW2342860 JABIL NetApp Mutual NDA 06-20-22 SIGNED.pdf,CW2342860/WS3548448691/WS3548448692/Doc3548448741.pdf
Doc3554239805,CW2342868 JABIL - NetApp Mutual NDA 6-20-22 SIGNED.pdf,CW2342860/WS3548448691/WS3548448692/Doc3554239805.pdf
Doc3548448740,CW2342868 JABIL - NetApp Mutual NDA 6-20-22 SIGNED.pdf,CW2342860/Doc3548448740.pdf
Doc3609552210,Procurement Summary  -CW2344593.pdf,CW2344593/WS3609552185/Doc3609552210.pdf
Doc3609552214,CW2331899_Amendment_2_InfoBeans.docx,CW2344593/WS3609552185/Doc3609552214.docx
Doc3628361435,Signed_Contract Documents.pdf,CW2344593/WS3609552187/Doc3628361435.pdf
Doc3624898155,Action Required First reminder Purchase Requisition 898950 (Cost Center 6361) for VERMA Shubhika (34944.00 USD) requires approval.msg,CW2344593/WS3609552192/Doc3624898155.msg
Doc3609552193,Savings Final Sign-off Template.xlsx,CW2344593/Doc3609552193.xlsx
Doc3723666446,"Netapp, Inc.-Q-03704-10_6_2022 - ORDER FORM.pdf",CW2347930/WS3723666421/Doc3723666446.pdf
Doc3723666448,Procurement Summary-IS0158747.pdf,CW2347930/WS3723666421/Doc3723666448.pdf
Doc3723666429,Savings Final Sign-off Template.xlsx,CW2347930/Doc3723666429.xlsx
Doc3677052584,Savings Final Sign-off Template.xlsx,CW2346390/Doc3677052584.xlsx
Doc3677052589,Instaclustr_Qbox_Customer Transfer and Maintenance Agreement_Termination Letter_5 Aug 2022.pdf,CW2346390/WS3677052579/Doc3677052589.pdf
Doc3677052590,Instaclustr_Qbox_Customer Transfer and Maintenance Agreement_Termination Notice.msg,CW2346390/WS3677052579/Doc3677052590.msg
Doc3677052591,Qbox Instaclustr - Customer transfer and maintenance agreement (ID 341866) (1) - signed - signed (1).pdf,CW2346390/WS3677052579/Doc3677052591.pdf
Doc3668428827,220726 - Is Inspired - NetApp - Master Services Agreement - Clean.docx,CW2345464/WS3640122727/Doc3668428827.docx
Doc3668428828,Business Risk Waiver_20220915.pdf,CW2345464/WS3640122727/Doc3668428828.pdf
Doc3668428829,Procurement summary_Inspired Partners LLC.pdf,CW2345464/WS3640122727/Doc3668428829.pdf
Doc3680170892,Signed_Contract Documents.pdf,CW2345464/WS3640122729/WS3640122730/Doc3680170892.pdf
Doc3672588485,Team Lead Approval for Approved Contract PRIOR TO  Contract Signature.docx,CW2345464/WS3640122734/Doc3672588485.docx
Doc3640122735,Savings Final Sign-off Template.xlsx,CW2345464/Doc3640122735.xlsx
Doc3682439489,Procurement Summary - IS0155489.pdf,CW2346623/WS3682404823/Doc3682439489.pdf
Doc3682439490,"SO_Netapp, Inc._Q-652707.docx",CW2346623/WS3682404823/Doc3682439490.docx
Doc3688985976,Signed_Contract Documents.pdf,CW2346623/WS3682404825/Doc3688985976.pdf
Doc3688865595,Action Required Purchase Requisition 905409 (Cost Center 2409) for OMRON Lauren (3007.50 USD) requires approval.msg,CW2346623/WS3682404830/Doc3688865595.msg
Doc3682404831,Savings Final Sign-off Template.xlsx,CW2346623/Doc3682404831.xlsx
Doc3668093740,Ariba Spend Management.pdf,CW2346151/WS3668093708/Doc3668093740.pdf
Doc3668093742,(Mod 3) DPA (Controller(NTAP) to Processor(Supplier))_July2022_GDPR2.0_(2) Verticurl-final_CLEAN.pdf,CW2346151/WS3668093708/Doc3668093742.pdf
Doc3680294993,Signed_Contract Documents.pdf,CW2346151/WS3668093710/WS3668093711/Doc3680294993.pdf
Doc3668093716,Savings Final Sign-off Template.xlsx,CW2346151/Doc3668093716.xlsx
Doc3682543203,Procurement summary - IS0154578.pdf,CW2346637/WS3682538823/Doc3682543203.pdf
Doc3682543204,Intelligize Order Form_NetApp.pdf,CW2346637/WS3682538823/Doc3682543204.pdf
Doc3688184963,Signed_Contract Documents.pdf,CW2346637/WS3682538825/Doc3688184963.pdf
Doc3686252535,Action Required Purchase Requisition 904919 (Cost Center 8213) for NELSON Tony (19688.00 USD) requires approval.msg,CW2346637/WS3682538830/Doc3686252535.msg
Doc3682538831,Savings Final Sign-off Template.xlsx,CW2346637/Doc3682538831.xlsx
Doc3590871727,Final (Negotiated)MMK_CSA_Draft_MMK 07182022_Final Executable.docx,CW2344020/WS3590871702/Doc3590871727.docx
Doc3590871728,Payment Term Update Form for Morgan McKinley.pdf,CW2344020/WS3590871702/Doc3590871728.pdf
Doc3590871730,Ariba Spend Management_MMK.pdf,CW2344020/WS3590871702/Doc3590871730.pdf
Doc3602331879,Signed_Contract Documents.pdf,CW2344020/WS3590871704/WS3590871705/Doc3602331879.pdf
Doc3590871710,Savings Final Sign-off Template.xlsx,CW2344020/Doc3590871710.xlsx
Doc3316201837,UPS Small Package Agreement Dubai.pdf,CW2335632/WS3316201790/Doc3316201837.pdf
Doc3316201792,Shortcut to Contract Templates,CW2335632/WS3316201791/Doc3316201792.txt
Doc3316201795,"Shortcut to NetApp Contracts Guidance, Policy and Process Documents",CW2335632/WS3316201794/Doc3316201795.txt
Doc3318416978,Signed_Contract Documents.pdf,CW2335632/WS3316201796/Doc3318416978.pdf
Doc3316201801,Contracts Expiration Decision Form - GSS,CW2335632/WS3316201800/Doc3316201801.txt
Doc3316201803,Amendment Summary Form,CW2335632/WS3316201802/Doc3316201803.txt
Doc3616274933,Contract Summary.pdf,CW2344791/WS3616274908/Doc3616274933.pdf
Doc3616274935,Tax Statement of Work - Instaclustr - Final.pdf,CW2344791/WS3616274908/Doc3616274935.pdf
Doc3616274936,RE_ IS0149769 - Grant Thornton LLP - SOW for  Tax return preparation for Instaclustr US Holding Inc_.msg,CW2344791/WS3616274908/Doc3616274936.msg
Doc3677150039,Signed_Contract Documents.pdf,CW2344791/WS3616274910/WS3616274911/Doc3677150039.pdf
Doc3662114726,Action Required_ Purchase Requisition 902771 (Cost Center 8220) for BRAUSER_ Amber (15_000_00 USD) requires approval.msg,CW2344791/WS3616274915/Doc3662114726.msg
Doc3616274916,Savings Final Sign-off Template.xlsx,CW2344791/Doc3616274916.xlsx
Doc3707990966,CW2347475_Contract Summary Form.pdf,CW2347475/WS3707990941/Doc3707990966.pdf
Doc3707990967,Zones_Quote_K2015832.pdf,CW2347475/WS3707990941/Doc3707990967.pdf
Doc3743439100,Action Required Purchase Requisition 911804 (Cost Center 9401) for SAUNDERS Bart (1342.00 USD) requires approval.msg,CW2347475/WS3707990948/Doc3743439100.msg
Doc3707990949,Savings Final Sign-off Template.xlsx,CW2347475/Doc3707990949.xlsx
Doc3744616044,Signed_Contract Documents.pdf,CW2347475/Doc3744616044.pdf
Doc3648121876,Procurement Summary_SiliconAngle.pdf,CW2345504/WS3641473687/Doc3648121876.pdf
Doc3648121877,theCUBE Integrated Content Program SoW for NetApp - revised as of 8.22.2022.pdf.docx,CW2345504/WS3641473687/Doc3648121877.docx
Doc3648121878,VP Waiver_20220831.pdf,CW2345504/WS3641473687/Doc3648121878.pdf
Doc3664452388,Team Lead Approval for Approved Contract PRIOR TO  Contract Signature.docx,CW2345504/WS3641473694/Doc3664452388.docx
Doc3641473695,Savings Final Sign-off Template.xlsx,CW2345504/Doc3641473695.xlsx
Doc3632010035,Amendment 9 to InfoBeans SOW V1.1_08192022.docx,CW2345276/WS3632010010/Doc3632010035.docx
Doc3632010036,CW2345276_Contract Summary Form.pdf,CW2345276/WS3632010010/Doc3632010036.pdf
Doc3666481567,Action Required Purchase Requisition 902776 (Cost Center 2052) for HONSINGER Bethany (60000.00 USD) requires approval.msg,CW2345276/WS3632010017/Doc3666481567.msg
Doc3632010018,Savings Final Sign-off Template.xlsx,CW2345276/Doc3632010018.xlsx
Doc3669948217,Signed_Contract Documents.pdf,CW2345276/Doc3669948217.pdf
Doc3707070987,Procurement Summary - CW2347449.pdf,CW2347449/WS3707016162/Doc3707070987.pdf
Doc3707070989,SOW 704- Onsite EBA Developer.docx,CW2347449/WS3707016162/Doc3707070989.docx
Doc3725084003,Signed_Contract Documents.pdf,CW2347449/WS3707016164/Doc3725084003.pdf
Doc3713660719,Action Required Purchase Requisition 907621 (Cost Center 9127) for SAWHNEY Sakshi (23600.00 USD) requires approval.msg,CW2347449/WS3707016169/Doc3713660719.msg
Doc3707016170,Savings Final Sign-off Template.xlsx,CW2347449/Doc3707016170.xlsx
Doc3663247758,Contract Summary Form_CW2346031.pdf,CW2346031/WS3663227382/Doc3663247758.pdf
Doc3663247767,ACUMEN FIPS 140-2 REBRAND OSSL 3.0.docx,CW2346031/WS3663227382/Doc3663247767.docx
Doc3688516355,Signed_Contract Documents.pdf,CW2346031/WS3663227384/WS3663227385/Doc3688516355.pdf
Doc3666566189,IS0155161 .msg,CW2346031/WS3663227389/Doc3666566189.msg
Doc3663227390,Savings Final Sign-off Template.xlsx,CW2346031/Doc3663227390.xlsx
Doc3557355922,Mindteck_SOW_PLTE_OutPut_Based_Platform_Sustaining.docx,CW2342294/WS3527909524/Doc3557355922.docx
Doc3557355924,Procurement Summary.pdf,CW2342294/WS3527909524/Doc3557355924.pdf
Doc3563124746,Signed_Contract Documents.pdf,CW2342294/WS3527909526/WS3527909527/Doc3563124746.pdf
Doc3724053380,PLTE_Sustaining Amendment.docx,CW2342294/WS3527909529/WS3723720963/Doc3724053380.docx
Doc3724053382,Procurement Summary.pdf,CW2342294/WS3527909529/WS3723720963/Doc3724053382.pdf
Doc3563048770,Action Required_ Purchase Requisition 893706 (Cost Center 6661) for KODIVEL_ Thiraviarajan (325_000_00 USD) requires approval.msg,CW2342294/WS3527909531/Doc3563048770.msg
Doc3725374839,No PR Required.docx,CW2342294/WS3527909531/Doc3725374839.docx
Doc3527909532,Savings Final Sign-off Template.xlsx,CW2342294/Doc3527909532.xlsx
Doc3681082799,20220124 Sparkflows Partner Agreement and Data Processing Addendum v.1.1 - signed.pdf,CW2346555/WS3681082788/Doc3681082799.pdf
Doc3681082800,20220208-Sparkflows.Instaclustr-SOW Consulting - signed (2).pdf,CW2346555/WS3681082788/Doc3681082800.pdf
Doc3681082801,Instaclustr_Sparkflows_AssignmentLetter_Services Partner Agreement n SOW_30 Aug 2022 - signed.pdf,CW2346555/WS3681082788/Doc3681082801.pdf
Doc3681082794,Savings Final Sign-off Template.xlsx,CW2346555/Doc3681082794.xlsx
Doc3680749666,2021 Infinet Cloud Payroll  My_ice Agreement for Instaclustr.pdf,CW2346541/WS3680749655/Doc3680749666.pdf
Doc3680749667,Instaclustr_Infinet Cloud Solutions Pty Ltd_Assignment Letter 10 August 2022 - signed.pdf,CW2346541/WS3680749655/Doc3680749667.pdf
Doc3680749661,Savings Final Sign-off Template.xlsx,CW2346541/Doc3680749661.xlsx
Doc3658741531,CW2345909_Ariba Spend Management.pdf,CW2345909/WS3658741506/Doc3658741531.pdf
Doc3658741532,"NetApp, Inc.-PA-8_29_2022.pdfCloudChkr.pdf",CW2345909/WS3658741506/Doc3658741532.pdf
Doc3677607607,Signed_Contract Documents.pdf,CW2345909/WS3658741508/WS3658741509/Doc3677607607.pdf
Doc3677607606,Action Required_ Purchase Requisition 903284 (Cost Center 6125) for KANAUJIA_ Rajiv (23_540_00 USD) requires approval.msg,CW2345909/WS3658741513/Doc3677607606.msg
Doc3658741514,Savings Final Sign-off Template.xlsx,CW2345909/Doc3658741514.xlsx
